created_at,Temperature,Humidity,PM 2.5,PM 10
2025-02-12T21:03:06+00:00,26.77,53.27,42.2,171.7
2025-02-12T21:03:22+00:00,26.79,53.31,44.7,179.7
2025-02-12T21:03:42+00:00,26.78,53.33,45,172.6
2025-02-12T21:04:25+00:00,26.78,53.2,39.8,150
2025-02-12T21:04:44+00:00,26.78,53.09,40.3,136.2
2025-02-12T21:05:04+00:00,26.79,53.09,40.5,137.6
2025-02-12T21:05:24+00:00,26.77,53.04,39.7,120.5
2025-02-12T21:05:43+00:00,26.75,52.83,37.6,111.5
2025-02-12T21:06:03+00:00,26.75,52.92,40.9,147.9
2025-02-12T21:06:23+00:00,26.75,52.98,41.9,146.7
2025-02-12T21:06:43+00:00,26.76,52.96,39.1,123.4
2025-02-12T21:07:03+00:00,26.77,52.96,39.8,112.5
2025-02-12T21:07:22+00:00,26.76,52.97,41.4,126
2025-02-12T21:07:42+00:00,26.77,52.88,38.9,120.7
2025-02-12T21:08:02+00:00,26.75,52.83,38.7,118.9
2025-02-12T21:08:21+00:00,26.76,52.81,39.8,113.3
2025-02-12T21:08:41+00:00,26.76,52.73,38.8,103.2
2025-02-12T21:09:01+00:00,26.77,52.69,37.9,103.5
2025-02-12T21:09:28+00:00,26.76,52.53,37.1,90.6
2025-02-12T21:09:48+00:00,26.79,52.58,38.9,109.7
2025-02-12T21:10:08+00:00,26.76,52.56,37.6,105
2025-02-12T21:10:27+00:00,26.75,52.55,35.8,96.2
2025-02-12T21:10:47+00:00,26.77,52.51,35.6,86.7
2025-02-12T21:11:07+00:00,26.78,52.46,37.7,97
2025-02-12T21:11:27+00:00,26.79,52.46,39.9,106.4
2025-02-12T21:11:47+00:00,26.8,52.37,38.1,87
2025-02-12T21:12:08+00:00,26.81,52.38,38.2,86.6
2025-02-12T21:12:27+00:00,26.81,52.31,37.7,89.7
2025-02-12T21:12:43+00:00,26.85,52.15,36.5,82.7
2025-02-12T21:13:01+00:00,26.84,51.86,35,70.6
2025-02-12T21:13:22+00:00,26.85,51.78,33.7,64.5
2025-02-12T21:13:41+00:00,26.85,51.83,35.3,78.4
2025-02-12T21:14:26+00:00,26.87,51.83,35.8,73.3
2025-02-12T21:14:41+00:00,26.87,51.77,35.3,72.9
2025-02-12T21:15:50+00:00,26.95,51.39,34.7,68
2025-02-12T21:16:05+00:00,26.94,51.4,34.6,68.8
2025-02-12T21:16:51+00:00,26.97,51.28,34.1,69.5
2025-02-12T21:17:19+00:00,26.98,51.05,34.8,68.9
2025-02-12T21:17:39+00:00,27,50.93,35.3,67
2025-02-12T21:18:10+00:00,27.04,51.07,37.8,96.1
2025-02-12T21:19:57+00:00,27.09,51.1,43,122.8
2025-02-12T21:21:08+00:00,27.14,51.15,43.9,132.4
2025-02-12T21:21:40+00:00,27.12,51.13,42,117.3
2025-02-12T21:25:48+00:00,27.24,50.99,40.3,126.5
2025-02-12T21:26:04+00:00,27.22,51.08,43.6,151.7
2025-02-12T21:26:40+00:00,27.24,51.06,42.5,141.9
2025-02-12T21:29:03+00:00,27.24,51.37,45.3,147.9
2025-02-12T21:29:23+00:00,27.28,51.28,43.7,152.1
2025-02-12T21:29:44+00:00,27.28,51.27,42.9,146.4
2025-02-12T21:30:05+00:00,27.26,51.3,43.1,147.3
2025-02-12T21:30:55+00:00,27.28,51.2,41.4,125.3
2025-02-12T21:31:14+00:00,27.27,51.24,41.8,126.5
2025-02-12T21:31:52+00:00,27.28,51.12,37.6,92.2
2025-02-12T21:33:32+00:00,27.26,51.55,40.3,106.7
2025-02-12T21:33:47+00:00,27.3,51.74,41,112.2
2025-02-12T21:34:19+00:00,27.3,51.51,36.8,75.7
2025-02-12T21:35:41+00:00,27.32,51.24,34.7,84.4
2025-02-12T21:36:01+00:00,27.32,51.1,35.6,75.2
2025-02-12T21:36:20+00:00,27.32,51.07,34.2,68.6
2025-02-12T21:36:40+00:00,27.31,51.21,35.6,80.9
2025-02-12T21:37:00+00:00,27.32,51.27,37.6,86
2025-02-12T21:37:19+00:00,27.32,51.27,36.2,76.6
2025-02-12T21:37:39+00:00,27.33,51.3,35,74.5
2025-02-12T21:37:59+00:00,27.33,51.25,33.8,71.7
2025-02-12T21:38:19+00:00,27.34,51.27,35.1,72.2
2025-02-12T21:38:38+00:00,27.34,51.17,35,67.8
2025-02-12T21:38:58+00:00,27.34,50.94,32,59.9
2025-02-12T21:39:18+00:00,27.32,50.88,31.8,60.6
2025-02-12T21:39:38+00:00,27.32,50.89,32.7,60.4
2025-02-12T21:40:03+00:00,27.33,50.88,33.5,61.9
2025-02-12T21:40:23+00:00,27.31,50.8,32.4,63.8
2025-02-12T21:40:43+00:00,27.29,50.83,32.9,64.2
2025-02-12T21:41:23+00:00,27.29,50.68,31,57
2025-02-12T21:41:43+00:00,27.27,50.82,32.6,60.9
2025-02-12T21:42:06+00:00,27.28,50.94,32.8,63.7
2025-02-12T21:42:40+00:00,27.27,50.98,33.1,58.6
2025-02-12T21:43:01+00:00,27.25,50.98,32.6,63.6
2025-02-12T21:43:17+00:00,27.24,51.01,33.9,65.2
2025-02-12T21:43:33+00:00,27.26,51.09,34.8,63.6
2025-02-12T21:43:49+00:00,27.24,51.06,33.6,63.5
2025-02-12T21:44:08+00:00,27.21,51.06,32.1,57.8
2025-02-12T21:44:28+00:00,27.25,51.06,32.1,61.2
2025-02-12T21:44:48+00:00,27.23,51.13,32.4,68
2025-02-12T21:45:08+00:00,27.23,51.09,32.5,63.7
2025-02-12T21:45:25+00:00,27.23,51.06,32.6,69.7
2025-02-12T21:45:45+00:00,27.23,51.1,32.9,73
2025-02-12T21:46:00+00:00,27.26,51.07,32.8,70.7
2025-02-12T21:46:20+00:00,27.23,51.07,34.6,78.5
2025-02-12T21:46:36+00:00,27.24,51.07,35.5,88.7
2025-02-12T21:46:59+00:00,27.22,51.09,36.6,95.5
2025-02-12T21:47:15+00:00,27.22,51.09,36.8,93.5
2025-02-12T21:47:35+00:00,27.19,51.09,34.8,83.1
2025-02-12T21:47:55+00:00,27.22,51.08,34.9,87.9
2025-02-12T21:48:13+00:00,27.18,51.16,35.6,96.4
2025-02-12T21:48:31+00:00,27.18,51.14,36.9,93.2
2025-02-12T21:48:46+00:00,27.18,51.12,39.2,107.5
2025-02-12T21:49:04+00:00,27.16,51.15,39.3,118.8
2025-02-12T21:49:24+00:00,27.15,51.18,39.1,115.1
2025-02-12T21:49:49+00:00,27.13,51.2,39.1,111.5
2025-02-12T21:50:07+00:00,27.13,51.21,40.7,126
2025-02-12T21:50:26+00:00,27.12,51.26,43.5,136.1
2025-02-12T21:50:46+00:00,27.13,51.24,44,137.8
2025-02-12T21:51:09+00:00,27.13,51.22,42.7,120
2025-02-12T21:51:31+00:00,27.14,51.18,41.4,111.2
2025-02-12T21:51:47+00:00,27.12,51.18,43.4,108.7
2025-02-12T21:52:07+00:00,27.13,51.23,46.4,113.9
2025-02-12T21:52:23+00:00,27.12,51.23,46.7,113.9
2025-02-12T21:52:44+00:00,27.11,51.2,45.5,109.3
2025-02-12T21:53:05+00:00,27.11,51.23,44.9,115.8
2025-02-12T21:53:30+00:00,27.1,51.26,47,106.2
2025-02-12T21:53:50+00:00,27.08,51.3,46.5,98.8
2025-02-12T21:54:10+00:00,27.09,51.31,48.2,117
2025-02-12T21:54:29+00:00,27.06,51.36,46.6,125.6
2025-02-12T21:54:53+00:00,27.07,51.33,45.1,122.4
2025-02-12T21:55:34+00:00,27.08,51.3,44.8,99.9
2025-02-12T21:55:56+00:00,27.07,51.25,43.2,96.3
2025-02-12T21:56:53+00:00,27.06,51.23,41.3,107.5
2025-02-12T21:57:14+00:00,27.07,51.11,34.6,75.6
2025-02-12T21:57:52+00:00,27.05,51.05,34.6,67.5
2025-02-12T21:58:59+00:00,27.08,51.16,40.4,88.8
2025-02-12T21:59:26+00:00,27.07,51.26,41,102.6
2025-02-12T21:59:57+00:00,27.07,51.33,43.8,107.7
2025-02-12T22:00:13+00:00,27.05,51.33,44.8,106.9
2025-02-12T22:00:34+00:00,27.07,51.39,43.6,111.4
2025-02-12T22:00:52+00:00,27.06,51.43,43.6,104.9
2025-02-12T22:01:08+00:00,27.03,51.45,45.3,104.6
2025-02-12T22:01:27+00:00,27.06,51.48,47.1,120.3
2025-02-12T22:01:50+00:00,27.04,51.53,46.4,125.5
2025-02-12T22:02:13+00:00,26.99,51.56,46.8,110.6
2025-02-12T22:02:29+00:00,27.01,51.58,47.4,122.8
2025-02-12T22:02:45+00:00,27.01,51.58,48.4,132
2025-02-12T22:03:01+00:00,27.01,51.64,50.6,138.6
2025-02-12T22:03:21+00:00,27,51.64,51.3,142.3
2025-02-12T22:03:37+00:00,26.99,51.63,52.5,148.3
2025-02-12T22:03:59+00:00,27,51.74,56.3,168.7
2025-02-12T22:04:15+00:00,26.98,51.69,54.6,167.9
2025-02-12T22:04:31+00:00,26.96,51.67,55.8,165.2
2025-02-12T22:05:08+00:00,26.96,51.71,59.7,169.1
2025-02-12T22:05:28+00:00,26.92,51.72,59.7,145.1
2025-02-12T22:05:45+00:00,26.92,51.79,60.8,148.5
2025-02-12T22:06:04+00:00,26.91,51.77,59.6,138
2025-02-12T22:06:24+00:00,26.91,51.81,59.7,142.4
2025-02-12T22:06:40+00:00,26.91,51.88,58.2,136.9
2025-02-12T22:07:00+00:00,26.89,51.94,60.2,142
2025-02-12T22:07:19+00:00,26.89,51.96,61.9,147.7
2025-02-12T22:07:35+00:00,26.87,52.05,63.4,152.8
2025-02-12T22:07:51+00:00,26.84,52.06,64.3,148.3
2025-02-12T22:08:11+00:00,26.85,52.08,64.3,145.6
2025-02-12T22:08:33+00:00,26.82,52.11,66.2,146.1
2025-02-12T22:08:53+00:00,26.82,52.17,69.8,142.1
2025-02-12T22:09:13+00:00,26.78,52.13,68.8,143.3
2025-02-12T22:09:33+00:00,26.8,52.17,66.9,151.2
2025-02-12T22:09:53+00:00,26.8,52.26,68.6,142.2
2025-02-12T22:10:13+00:00,26.78,52.26,67.5,137.3
2025-02-12T22:10:32+00:00,26.75,52.32,65.7,135.1
2025-02-12T22:10:52+00:00,26.74,52.37,66.9,137
2025-02-12T22:11:12+00:00,26.73,52.34,69.4,139.8
2025-02-12T22:11:32+00:00,26.72,52.34,71.7,146.5
2025-02-12T22:11:52+00:00,26.69,52.39,71.6,138.8
2025-02-12T22:12:11+00:00,26.65,52.47,67.1,136.5
2025-02-12T22:12:31+00:00,26.65,52.54,68,140.7
2025-02-12T22:12:51+00:00,26.65,52.53,63,139
2025-02-12T22:13:11+00:00,26.64,52.55,63.4,137.6
2025-02-12T22:13:27+00:00,26.62,52.59,65.5,143.2
2025-02-12T22:13:46+00:00,26.61,52.55,69.3,140.3
2025-02-12T22:14:06+00:00,26.6,52.52,68.5,150.5
2025-02-12T22:14:26+00:00,26.6,52.53,62.8,138.5
2025-02-12T22:14:46+00:00,26.55,52.61,64.6,138.6
2025-02-12T22:15:05+00:00,26.58,52.6,64.4,135.2
2025-02-12T22:15:25+00:00,26.58,52.57,63.4,137.1
2025-02-12T22:15:45+00:00,26.57,52.59,62.9,128.2
2025-02-12T22:16:05+00:00,26.55,52.57,64.9,129.3
2025-02-12T22:16:48+00:00,26.54,52.66,61,127.9
2025-02-12T22:17:08+00:00,26.54,52.66,62.9,133.2
2025-02-12T22:17:26+00:00,26.53,52.7,62.1,134.2
2025-02-12T22:17:47+00:00,26.54,52.75,61.7,138
2025-02-12T22:18:22+00:00,26.55,52.78,59.6,137
2025-02-12T22:18:40+00:00,26.54,52.82,57,121.3
2025-02-12T22:19:10+00:00,26.55,52.88,55.5,120.6
2025-02-12T22:21:41+00:00,26.55,52.87,64.7,198.8
2025-02-12T22:22:48+00:00,26.56,52.92,62.3,240.2
2025-02-12T22:23:09+00:00,26.57,52.91,56.6,200.2
2025-02-12T22:25:32+00:00,26.62,52.96,52,151.1
2025-02-12T22:29:42+00:00,26.61,53.01,55.5,119.7
2025-02-12T22:30:37+00:00,26.58,52.99,53.5,124.8
2025-02-12T22:31:46+00:00,26.61,53.04,49.5,104.5
2025-02-12T22:36:57+00:00,26.52,53.52,51.7,112.5
2025-02-12T22:37:22+00:00,26.49,53.5,52.4,101.3
2025-02-12T22:37:46+00:00,26.5,53.49,53.6,107.2
2025-02-12T22:38:03+00:00,26.5,53.52,52.6,103.2
2025-02-12T22:38:21+00:00,26.47,53.5,53.9,108.5
2025-02-12T22:39:06+00:00,26.46,53.53,54.1,106.4
2025-02-12T22:39:34+00:00,26.42,53.53,55.4,114.1
2025-02-12T22:39:50+00:00,26.43,53.55,54.9,115.4
2025-02-12T22:40:08+00:00,26.46,53.55,54.3,112.3
2025-02-12T22:40:33+00:00,26.42,53.56,54.8,114.1
2025-02-12T22:40:51+00:00,26.44,53.58,57.5,121
2025-02-12T22:41:18+00:00,26.43,53.58,57.3,127.1
2025-02-12T22:41:51+00:00,26.45,53.57,55.9,145.1
2025-02-12T22:42:11+00:00,26.41,53.62,56.1,137.7
2025-02-12T22:42:46+00:00,26.4,53.65,54.3,143.7
2025-02-12T22:43:13+00:00,26.39,53.69,54.2,144.5
2025-02-12T22:44:07+00:00,26.42,53.67,53.4,121.1
2025-02-12T22:44:23+00:00,26.39,53.66,52.1,122.2
2025-02-12T22:44:58+00:00,26.39,53.7,49.7,117.6
2025-02-12T22:45:32+00:00,26.4,53.67,52,123.2
2025-02-12T22:46:06+00:00,26.38,53.64,54.3,126.8
2025-02-12T22:46:22+00:00,26.39,53.67,58.6,152.8
2025-02-12T22:46:44+00:00,26.4,53.63,60.2,227.7
2025-02-12T22:47:04+00:00,26.4,53.64,66.6,316.4
2025-02-12T22:47:24+00:00,26.41,53.64,72.1,377.8
2025-02-12T22:47:51+00:00,26.39,53.66,71.9,380.1
2025-02-12T22:48:18+00:00,26.39,53.68,71.5,379.4
2025-02-12T22:48:45+00:00,26.41,53.69,73.1,405.3
2025-02-12T22:49:09+00:00,26.38,53.73,70.2,370.9
2025-02-12T22:49:53+00:00,26.39,53.81,60.9,272.5
2025-02-12T22:50:09+00:00,26.36,53.84,60.7,257.6
2025-02-12T22:51:45+00:00,26.38,53.89,60.1,207.5
2025-02-12T22:54:05+00:00,26.36,53.84,60.8,169.3
2025-02-12T22:54:25+00:00,26.39,53.85,60,157.7
2025-02-12T22:54:47+00:00,26.37,53.89,59.6,165.6
2025-02-12T22:55:03+00:00,26.37,53.92,61.1,162.5
2025-02-12T22:55:21+00:00,26.37,53.9,60.5,149
2025-02-12T23:05:40+00:00,26.66,53.25,58.2,117.8
2025-02-12T23:05:59+00:00,26.62,53.29,58.7,122
2025-02-12T23:06:17+00:00,26.6,53.33,58.8,129.4
2025-02-12T23:06:55+00:00,26.55,53.39,58.7,123
2025-02-12T23:07:13+00:00,26.52,53.47,60.9,126.8
2025-02-12T23:08:49+00:00,26.43,53.61,59.8,132.4
2025-02-12T23:09:19+00:00,26.38,53.66,62,149.8
2025-02-12T23:09:59+00:00,26.34,53.81,60.4,155.7
2025-02-12T23:10:35+00:00,26.32,53.91,56.8,137.9
2025-02-12T23:11:12+00:00,26.3,53.99,59.5,127.3
2025-02-12T23:11:28+00:00,26.26,54.02,58.6,127.5
2025-02-12T23:11:48+00:00,26.25,54.09,58.2,129.7
2025-02-12T23:12:12+00:00,26.22,54.16,59.3,142.3
2025-02-12T23:12:31+00:00,26.21,54.21,59,150.7
2025-02-12T23:12:47+00:00,26.18,54.24,58.8,160.7
2025-02-12T23:13:07+00:00,26.17,54.26,64.2,279.3
2025-02-12T23:13:25+00:00,26.17,54.3,68.1,356.7
2025-02-12T23:13:44+00:00,26.16,54.34,77.2,462.9
2025-02-12T23:14:07+00:00,26.15,54.39,89.6,658.7
2025-02-12T23:14:25+00:00,26.13,54.47,93.8,722.5
2025-02-12T23:14:43+00:00,26.1,54.5,85.6,574.7
2025-02-12T23:15:03+00:00,26.09,54.54,78,475.1
2025-02-12T23:16:18+00:00,26.05,54.71,62.1,189.5
2025-02-12T23:16:50+00:00,26.01,54.77,60.4,179.1
2025-02-12T23:17:07+00:00,26.03,54.79,59.3,171.3
2025-02-12T23:17:29+00:00,25.99,54.79,60,157.8
2025-02-12T23:17:45+00:00,26,54.82,58.6,146.2
2025-02-12T23:18:05+00:00,25.97,54.87,57.3,138.2
2025-02-12T23:18:21+00:00,25.97,54.88,57,138.6
2025-02-12T23:18:58+00:00,25.95,54.95,57.3,131.6
2025-02-12T23:20:06+00:00,25.91,54.94,56.4,127.5
2025-02-12T23:20:26+00:00,25.88,54.95,58.9,125.3
2025-02-12T23:21:21+00:00,25.84,55.04,59.9,173.4
2025-02-12T23:21:39+00:00,25.82,55.1,62.4,217.8
2025-02-12T23:21:55+00:00,25.83,55.12,62.1,216.6
2025-02-12T23:22:16+00:00,25.81,55.18,60.2,236.9
2025-02-12T23:22:34+00:00,25.81,55.2,60.5,236.9
2025-02-12T23:23:20+00:00,25.78,55.22,61.7,213.1
2025-02-12T23:23:52+00:00,25.77,55.33,60,182.3
2025-02-12T23:24:20+00:00,25.76,55.32,58.8,155.8
2025-02-12T23:24:38+00:00,25.75,55.35,58.3,158.7
2025-02-12T23:24:56+00:00,25.74,55.36,56.3,136.5
2025-02-12T23:25:18+00:00,25.72,55.4,56.4,142.1
2025-02-12T23:25:50+00:00,25.72,55.44,53.9,125.5
2025-02-12T23:26:13+00:00,25.7,55.47,55.3,123
2025-02-12T23:28:08+00:00,25.69,55.59,54.2,120.5
2025-02-12T23:28:34+00:00,25.68,55.63,52.1,116.3
2025-02-12T23:28:53+00:00,25.66,55.63,55,116
2025-02-12T23:29:15+00:00,25.66,55.64,54.5,126.2
2025-02-12T23:29:47+00:00,25.67,55.65,54.8,119.7
2025-02-12T23:31:04+00:00,25.65,55.7,55.1,128.5
2025-02-12T23:31:25+00:00,25.65,55.7,52.8,118.6
2025-02-12T23:31:41+00:00,25.64,55.69,53.6,113.7
2025-02-12T23:31:59+00:00,25.65,55.68,54.7,121.5
2025-02-12T23:32:20+00:00,25.64,55.68,54.5,117.3
2025-02-12T23:32:55+00:00,25.62,55.73,53.6,121
2025-02-12T23:33:23+00:00,25.63,55.74,53.8,119.2
2025-02-12T23:34:40+00:00,25.62,55.82,55.1,129
2025-02-12T23:35:01+00:00,25.62,55.83,53.9,137.1
2025-02-12T23:35:31+00:00,25.58,55.83,55.4,134.1
2025-02-12T23:35:50+00:00,25.62,55.82,55,138.6
2025-02-12T23:36:09+00:00,25.61,55.85,55.9,134.2
2025-02-12T23:36:29+00:00,25.59,55.84,55.9,131.4
2025-02-12T23:36:49+00:00,25.63,55.83,56.3,133.1
2025-02-12T23:37:11+00:00,25.63,55.83,58.3,156.8
2025-02-12T23:37:30+00:00,25.61,55.8,58.3,175.8
2025-02-12T23:37:55+00:00,25.62,55.83,60.2,191.5
2025-02-12T23:38:18+00:00,25.63,55.84,59.6,219.8
2025-02-12T23:40:35+00:00,25.66,55.85,62.7,196.3
2025-02-12T23:40:54+00:00,25.65,55.88,65,188.3
2025-02-12T23:41:10+00:00,25.63,55.84,65.8,188.2
2025-02-12T23:41:33+00:00,25.64,55.88,69.3,194.6
2025-02-12T23:41:50+00:00,25.66,55.87,67.4,184.4
2025-02-12T23:42:42+00:00,25.66,55.86,72.5,218.3
2025-02-12T23:43:00+00:00,25.66,55.85,75.3,242.4
2025-02-12T23:43:55+00:00,25.69,55.83,74.5,249.5
2025-02-12T23:44:47+00:00,25.71,55.85,78.6,253.9
2025-02-12T23:45:10+00:00,25.72,55.82,81.5,265.3
2025-02-12T23:45:26+00:00,25.67,55.82,87,296.8
2025-02-12T23:45:46+00:00,25.68,55.79,83.7,285.6
2025-02-12T23:46:11+00:00,25.73,55.79,83.8,273
2025-02-12T23:46:29+00:00,25.71,55.83,83.6,277.3
2025-02-12T23:46:53+00:00,25.73,55.83,82.2,267.6
2025-02-12T23:47:11+00:00,25.72,55.85,80.7,256.4
2025-02-12T23:47:31+00:00,25.73,55.85,83.1,261.5
2025-02-12T23:47:55+00:00,25.73,55.94,83.8,255.7
2025-02-12T23:48:15+00:00,25.69,55.95,82.7,245
2025-02-12T23:48:31+00:00,25.68,56.01,80.6,246.7
2025-02-12T23:48:51+00:00,25.66,56.06,84.4,263.6
2025-02-12T23:49:06+00:00,25.69,56.07,85.5,278.1
2025-02-12T23:49:36+00:00,25.65,56.1,86.1,310.6
2025-02-12T23:50:07+00:00,25.63,56.15,86,338.7
2025-02-12T23:50:28+00:00,25.61,56.18,88.4,383.7
2025-02-12T23:50:44+00:00,25.61,56.23,90.6,455.8
2025-02-12T23:51:37+00:00,25.65,56.25,94.4,387.1
2025-02-12T23:52:34+00:00,25.67,56.19,102.8,326.7
2025-02-12T23:53:03+00:00,25.75,56.08,94.4,331.9
2025-02-12T23:53:22+00:00,25.75,56.07,92.9,347.3
2025-02-12T23:53:38+00:00,25.76,56.03,92.7,357.1
2025-02-12T23:53:58+00:00,25.76,56.02,89.3,331.9
2025-02-12T23:54:32+00:00,25.75,55.99,89.5,328.1
2025-02-12T23:54:53+00:00,25.77,55.99,91.7,329.8
2025-02-12T23:55:28+00:00,25.75,56.04,96.9,300.6
2025-02-12T23:55:51+00:00,25.72,56.06,95.2,296
2025-02-12T23:56:10+00:00,25.73,56.03,91.5,257.2
2025-02-12T23:56:30+00:00,25.72,56.06,93.6,269.7
2025-02-12T23:56:50+00:00,25.73,56.06,93.9,266.5
2025-02-12T23:57:06+00:00,25.73,56.05,95.9,252.9
2025-02-12T23:57:24+00:00,25.72,56.09,96.9,247.3
2025-02-12T23:57:40+00:00,25.72,56.11,93.9,251.3
2025-02-12T23:57:56+00:00,25.71,56.15,94,240.8
2025-02-12T23:58:16+00:00,25.7,56.14,95.7,241
2025-02-12T23:58:36+00:00,25.68,56.17,94.2,245.4
2025-02-12T23:58:52+00:00,25.68,56.25,93.3,238
2025-02-12T23:59:07+00:00,25.69,56.28,92.8,240.7
2025-02-12T23:59:26+00:00,25.66,56.3,92.8,247.9
2025-02-13T00:00:02+00:00,25.63,56.43,94.3,234.3
2025-02-13T00:00:18+00:00,25.61,56.49,93.6,228.7
2025-02-13T00:00:34+00:00,25.62,56.52,94.1,223
2025-02-13T00:00:57+00:00,25.6,56.6,91.7,216.5
2025-02-13T00:01:13+00:00,25.59,56.63,88.6,209.9
2025-02-13T00:01:33+00:00,25.57,56.68,95.2,219.1
2025-02-13T00:01:52+00:00,25.57,56.79,98.6,217.1
2025-02-13T00:02:11+00:00,25.56,56.87,101.4,230.8
2025-02-13T00:02:31+00:00,25.54,56.97,103.7,230.7
2025-02-13T00:02:51+00:00,25.51,57.02,106.4,234.4
2025-02-13T00:03:29+00:00,25.49,57.12,99.3,223.5
2025-02-13T00:03:48+00:00,25.46,57.18,95.2,221.5
2025-02-13T00:04:08+00:00,25.43,57.17,91.5,211.7
2025-02-13T00:04:28+00:00,25.43,57.19,88.7,200.5
2025-02-13T00:04:48+00:00,25.39,57.21,90.8,199.3
2025-02-13T00:05:07+00:00,25.39,57.27,96.1,211.2
2025-02-13T00:05:27+00:00,25.34,57.36,103.2,212.9
2025-02-13T00:05:47+00:00,25.32,57.45,102.9,210.5
2025-02-13T00:06:03+00:00,25.29,57.52,101.5,209.6
2025-02-13T00:06:23+00:00,25.26,57.6,99.6,208
2025-02-13T00:06:43+00:00,25.23,57.69,100.8,209.4
2025-02-13T00:07:02+00:00,25.21,57.79,100.5,204
2025-02-13T00:07:22+00:00,25.21,57.86,103.1,207.9
2025-02-13T00:07:42+00:00,25.16,57.98,106.7,205
2025-02-13T00:08:02+00:00,25.15,58.08,105.6,210.5
2025-02-13T00:08:21+00:00,25.13,58.16,102.4,210.4
2025-02-13T00:08:37+00:00,25.12,58.19,101.1,206.7
2025-02-13T00:08:57+00:00,25.1,58.29,101.4,205.6
2025-02-13T00:09:17+00:00,25.08,58.33,103.2,203.7
2025-02-13T00:09:36+00:00,25.04,58.34,101,203.5
2025-02-13T00:09:56+00:00,25.02,58.41,102,201.5
2025-02-13T00:10:16+00:00,25.01,58.47,106.6,214
2025-02-13T00:10:35+00:00,24.99,58.52,107,216.8
2025-02-13T00:10:55+00:00,24.97,58.55,106.7,214.7
2025-02-13T00:11:15+00:00,24.95,58.65,106.7,218.5
2025-02-13T00:11:34+00:00,24.92,58.7,103,223.3
2025-02-13T00:11:54+00:00,24.9,58.77,103.6,217.5
2025-02-13T00:12:14+00:00,24.89,58.85,98.2,203.9
2025-02-13T00:12:34+00:00,24.86,58.89,94.8,199.1
2025-02-13T00:12:53+00:00,24.83,58.97,94,197.1
2025-02-13T00:13:13+00:00,24.8,59.01,94.3,198.2
2025-02-13T00:13:33+00:00,24.79,59.09,97.1,196.5
2025-02-13T00:13:52+00:00,24.76,59.17,98.4,201.9
2025-02-13T00:14:12+00:00,24.73,59.2,98,199.7
2025-02-13T00:14:32+00:00,24.72,59.24,94.9,201.1
2025-02-13T00:14:51+00:00,24.71,59.28,92,195.8
2025-02-13T00:15:11+00:00,24.69,59.31,94.1,189.1
2025-02-13T00:15:31+00:00,24.69,59.42,92,181.9
2025-02-13T00:15:50+00:00,24.69,59.45,88.6,186.6
2025-02-13T00:16:10+00:00,24.67,59.53,89.2,190.8
2025-02-13T00:16:30+00:00,24.66,59.59,90.3,186.3
2025-02-13T00:16:49+00:00,24.63,59.67,90.1,187.7
2025-02-13T00:17:09+00:00,24.6,59.73,90.4,185.3
2025-02-13T00:17:29+00:00,24.61,59.77,91.3,185.9
2025-02-13T00:17:48+00:00,24.59,59.84,91.5,196.3
2025-02-13T00:18:08+00:00,24.61,59.88,89.5,197.3
2025-02-13T00:18:28+00:00,24.59,59.93,84.7,182.6
2025-02-13T00:18:47+00:00,24.61,60,87.2,180.8
2025-02-13T00:19:07+00:00,24.58,59.97,87.5,182.2
2025-02-13T00:19:27+00:00,24.59,59.98,87,179.1
2025-02-13T00:19:46+00:00,24.59,59.99,86.5,178.2
2025-02-13T00:20:06+00:00,24.6,60.04,86.5,179.9
2025-02-13T00:20:26+00:00,24.58,60.06,87.4,185.9
2025-02-13T00:20:46+00:00,24.58,60.08,87.2,185.9
2025-02-13T00:21:05+00:00,24.57,60.07,84.1,190.6
2025-02-13T00:21:25+00:00,24.58,60.03,83.6,198.9
2025-02-13T00:21:45+00:00,24.6,60.09,88.5,211.5
2025-02-13T00:22:04+00:00,24.58,60.09,91.1,231.5
2025-02-13T00:22:24+00:00,24.58,60.12,89.5,235
2025-02-13T00:22:44+00:00,24.57,60.15,89.2,229.6
2025-02-13T00:23:03+00:00,24.57,60.17,88.1,231.5
2025-02-13T00:23:23+00:00,24.58,60.14,86.9,226.5
2025-02-13T00:23:43+00:00,24.55,60.2,87.1,226.1
2025-02-13T00:24:02+00:00,24.56,60.21,85,207.3
2025-02-13T00:24:22+00:00,24.55,60.21,84.3,203.6
2025-02-13T00:24:42+00:00,24.55,60.23,85.8,207.2
2025-02-13T00:25:02+00:00,24.54,60.21,85,195.5
2025-02-13T00:25:21+00:00,24.55,60.19,82.7,183
2025-02-13T00:25:41+00:00,24.54,60.18,83.5,177
2025-02-13T00:26:01+00:00,24.54,60.17,82.1,172.7
2025-02-13T00:26:20+00:00,24.56,60.16,81.9,173.2
2025-02-13T00:26:40+00:00,24.55,60.17,83.6,172.5
2025-02-13T00:27:00+00:00,24.55,60.2,82,162.7
2025-02-13T00:27:19+00:00,24.53,60.19,79.8,160
2025-02-13T00:27:39+00:00,24.53,60.21,82,173.1
2025-02-13T00:27:59+00:00,24.53,60.21,80.4,169.6
2025-02-13T00:28:18+00:00,24.55,60.17,79,165
2025-02-13T00:28:38+00:00,24.53,60.19,80.2,163.7
2025-02-13T00:28:58+00:00,24.52,60.16,80.6,162.8
2025-02-13T00:29:18+00:00,24.54,60.13,79.7,159.3
